"Statistic Name","Statistic Type","Database Data Type","Database Category","Database Identifier","Rep 1","Rep 2","Rep 3","Rep 4","Rep 5","Rep 6","Rep 7","Rep 8","Rep 9","Rep 10","Rep 11","Rep 12","Rep 13","Rep 14","Rep 15","Rep 16","Rep 17","Rep 18","Rep 19","Rep 20","Rep 21","Rep 22","Rep 23","Rep 24","Rep 25","Rep 26","Rep 27","Rep 28","Rep 29","Rep 30"
"Quebra de Ordens 03_Espera Desocupar.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Quebra de Ordens 03_Espera Desocupar.Queue",26787.7835454751,26775.1319581762,26771.660166729,26696.953317495,26607.5873254915,26803.8819162135,26832.5994027509,26751.8971719693,26745.1596440047,26881.5807729822,26760.635930453,26855.5545857152,26979.5637154906,26696.5061841173,26757.1921274335,26736.0956935689,26784.4073198138,26411.8492734484,26825.7566029451,26800.4472708421,26845.3718368808,26766.0900033099,26835.444384399,26937.7816272997,26813.1449483347,26829.867684856,26932.9548572748,26591.890688795,26766.0943922459,26672.4881701219
"Quebra de Ordens 03_Q.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Quebra de Ordens 03_Q",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quebra de Ordens 04.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","Quebra de Ordens 04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quebra de Ordens 04.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","Quebra de Ordens 04",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Quebra de Ordens 04.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","Quebra de Ordens 04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quebra de Ordens 04_BPM Livre.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Quebra de Ordens 04_BPM Livre.Queue",0.999999999998322,0.999999999998322,0.999999999998322,0.999999999998264,0.999999999998322,0.999999999998322,0.999999999998322,0.999999999998322,0.999999999998351,0.999999999998322,0.999999999998235,0.999999999998322,0.999999999998235,0.999999999998322,0.999999999998322,0.999999999998322,0.999999999998322,0.999999999998322,0.999999999998322,0.999999999998322,0.999999999998235,0.999999999998322,0.999999999998236,0.999999999998322,0.999999999998322,0.999999999998322,0.999999999998322,0.999999999998322,0.999999999998322,0.999999999998235
"Quebra de Ordens 04_BPM Livre.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Quebra de Ordens 04_BPM Livre.Queue",981.109133349287,980.920937523475,997.548868909718,976.189905766194,989.118736524288,972.899391741147,986.045919575259,993.277098514192,1010.95690281203,991.237339900643,948.167162049267,972.504537335738,959.684827125057,989.531341868928,982.510507682833,995.347881391796,969.659142531123,988.265670976061,1002.98571960701,968.844551550231,959.964574960125,976.568345751962,954.015669996173,1009.66468793633,991.73227604805,977.619364686949,978.702928275736,1002.11056781332,1001.03684759643,957.29338104386
"Quebra de Ordens 04_Espera Desocupar.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Quebra de Ordens 04_Espera Desocupar.Queue",21.1687570573392,21.2582416819856,21.2734954454716,21.1781787097053,21.2591971841194,21.1289976327123,21.3120258786597,21.290085975078,21.3959480461661,21.3554328266876,21.0579045731883,21.1507474397643,21.0376556525247,21.2782566351478,21.1917637646003,21.3072603487577,20.9612546676791,21.2614498395216,21.3898159869261,21.0988470337567,21.1327046855736,21.0718889027457,20.9998681050926,21.5850796786443,21.3235623162748,21.113433076217,21.2718444974794,21.3986406607641,21.2377966756215,21.0838747622286
"Quebra de Ordens 04_Espera Desocupar.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Quebra de Ordens 04_Espera Desocupar.Queue",29286.0203251369,29543.7360441186,29587.6668829583,30660.1473180489,29546.4878902638,29171.5131822113,29698.63453054,29635.4476082247,29940.3303729584,29823.6465408603,30330.2525436022,29234.1526265211,30274.7126469249,29601.3791092256,29352.2796420488,29684.9098044222,28688.4134429159,29552.9755378222,29922.670042347,29084.6794572193,30535.4185661448,29007.0400399076,30171.0668025398,30485.0294744955,29731.8594708715,29126.6872595049,29582.9121527408,29948.0851030007,29484.85442579,30401.4850621128
"Quebra de Ordens 04_Q.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Quebra de Ordens 04_Q",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quebra de Ordens 05.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","Quebra de Ordens 05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quebra de Ordens 05.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","Quebra de Ordens 05",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Quebra de Ordens 05.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","Quebra de Ordens 05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quebra de Ordens 05_BPM Livre.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Quebra de Ordens 05_BPM Livre.Queue",1.70465722754302,1.69963328466313,1.85688669050578,1.70292087959929,1.85531832857722,1.38783837062708,1.52088263042521,1.93170394723342,1.83392068022995,1.75567505365007,1.5538582817498,1.85667925177056,1.85638502472543,1.85800956715317,1.55807994930304,1.7651837325172,1.45884003844666,1.45915037291009,1.69982354858736,1.3849511690784,1.85693807438029,1.71436500592336,1.76281666798847,1.85366052551878,1.75771671077291,1.71325452500597,1.38184387478869,1.69941848309608,1.38426537814804,1.71061563114786
"Quebra de Ordens 05_BPM Livre.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Quebra de Ordens 05_BPM Livre.Queue",1435.1113778732,1397.76792994724,1423.62409660003,1430.43627186501,1465.62843267743,1364.80045629499,1303.85110253223,1504.3559892971,1404.9772485323,1540.83987756214,1294.59607731203,1549.11885626881,1438.05005971567,1426.29745418102,1300.07259296602,1536.67375384831,1231.34502221341,1216.67487623049,1397.27265881121,1346.16831346244,1475.40655519036,1447.0029670504,1529.36908008372,1439.56636758926,1525.02349553583,1445.81377112696,1355.76143637623,1436.46376467739,1341.39084714123,1460.17520461761
"Quebra de Ordens 05_Espera Desocupar.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Quebra de Ordens 05_Espera Desocupar.Queue",35.0563677852574,34.8766393871633,35.203666677748,34.9570348530726,34.7171003405888,36.736556986041,35.569542187711,34.6936887329292,34.2510640824302,35.6484280574046,34.5583567962283,35.6214894620393,35.3191538229873,35.2871431099279,34.6884721506487,35.7885653322761,34.6867354837228,34.6633531162275,34.7974622787344,36.5607195068916,34.7077600726775,35.0232004307337,35.7331156285373,34.7432831065748,35.7341458503644,35.0299986123025,36.4312421059922,34.8544533943592,36.4251372114642,34.9539654954313
"Quebra de Ordens 05_Espera Desocupar.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Quebra de Ordens 05_Espera Desocupar.Queue",23501.4620134634,24221.0432939578,25756.8000187731,23322.6627355306,23942.5751399368,25523.4091095471,25430.4736367319,24892.8373828448,23129.1300347872,23501.5953582743,24663.5691606691,24518.6810316707,24993.432127396,25898.2189156426,24883.9998787459,23761.9794561001,24881.0577606598,24841.445279256,24082.8432501545,25196.6917289342,23926.2721268554,23441.7607753207,23658.9503291531,22937.9095918347,23660.8645477738,23453.9975021446,24956.1143646823,24182.3186519725,24944.771076785,23317.1378917764
"Quebra de Ordens 05_Q.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Quebra de Ordens 05_Q",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quebra de Ordens 06.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","Quebra de Ordens 06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quebra de Ordens 06.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","Quebra de Ordens 06",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Quebra de Ordens 06.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","Quebra de Ordens 06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quebra de Ordens 06_BPM Livre.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Quebra de Ordens 06_BPM Livre.Queue",0.999999999998611,0.999999999998611,0.999999999998669,0.999999999998669,0.99999999999867,0.999999999998669,0.999999999998669,0.999999999998611,0.999999999998669,0.99999999999867,0.999999999998669,0.999999999998669,0.999999999998612,0.999999999998611,0.999999999998669,0.999999999998611,0.999999999998669,0.99999999999867,0.999999999998669,0.999999999998669,0.99999999999867,0.99999999999867,0.999999999998611,0.999999999998669,0.999999999998669,0.999999999998669,0.999999999998669,0.999999999998612,0.999999999998611,0.999999999998669
"Quebra de Ordens 06_BPM Livre.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Quebra de Ordens 06_BPM Livre.Queue",1219.75648589551,1214.36697928861,1221.81127907658,1175.07931167826,1204.75083445322,1187.84360239983,1153.29362379547,1205.16903296979,1172.38526221686,1173.01528473175,1263.75590583641,1186.68876069694,1225.15156480065,1220.37634939254,1178.70922805312,1220.98044798729,1222.03959454299,1216.29321241917,1154.13053292178,1230.33746047636,1144.77931403118,1242.40352153902,1223.77698951172,1203.62716933134,1182.64585443932,1144.57488910037,1179.49642426372,1208.4714616768,1193.49464525396,1171.53848861625
"Quebra de Ordens 06_Espera Desocupar.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Quebra de Ordens 06_Espera Desocupar.Queue",15.8063037036511,15.6448718768643,16.2849380537748,16.0952813134373,16.1578966831137,16.1316366828861,16.0625101817577,15.7342127414964,16.0966172941404,15.9827639688825,16.5251132436231,16.0217109477937,15.7735110308002,15.6714193414771,16.0675805462879,15.5555764935732,16.5239455762202,16.469697749452,15.8999991906677,16.6315049729163,15.9999377527728,16.2192311210578,15.5627217821385,16.6121202510141,16.2688442926914,15.5820604294338,16.2218599590122,15.9353797950358,15.6008335695291,15.9391085578386
"Quebra de Ordens 06_Espera Desocupar.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Quebra de Ordens 06_Espera Desocupar.Queue",25935.1288887626,25547.6925044743,25757.0622564098,25282.095811043,25438.9064759716,25373.1423014887,25200.0254986628,25762.1105795914,25285.4415714125,25000.3132438102,26358.5444709866,25097.8500257791,25856.4264739205,25611.406419545,25212.7234550514,25333.3835845756,26355.6202256644,26219.7647986276,24793.0414514113,26624.9863669556,25043.3223721613,25592.5092423013,25350.5322771324,26576.4402808005,25716.7578808271,23996.8122058864,25599.0927669175,26244.9115080859,25442.0005668698,24890.9849100653
"Quebra de Ordens 06_Q.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Quebra de Ordens 06_Q",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quebra de Ordens 07.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","Quebra de Ordens 07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quebra de Ordens 07.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","Quebra de Ordens 07",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Quebra de Ordens 07.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","Quebra de Ordens 07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quebra de Ordens 07_BPM Livre.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Quebra de Ordens 07_BPM Livre.Queue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quebra de Ordens 07_Espera Desocupar.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Quebra de Ordens 07_Espera Desocupar.Queue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quebra de Ordens 07_Q.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Quebra de Ordens 07_Q",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RegistroProducao.NVATime","TALLY AVERAGE","NVA Time","Entity","RegistroProducao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RegistroProducao.OtherTime","TALLY AVERAGE","Other Time","Entity","RegistroProducao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RegistroProducao.TotalTime","TALLY AVERAGE","Total Time","Entity","RegistroProducao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RegistroProducao.TranTime","TALLY AVERAGE","Transfer Time","Entity","RegistroProducao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RegistroProducao.VATime","TALLY AVERAGE","VA Time","Entity","RegistroProducao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RegistroProducao.WaitTime","TALLY AVERAGE","Wait Time","Entity","RegistroProducao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RegistroProducao.WIP","DSTAT AVERAGE","WIP","Entity","RegistroProducao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sinal.WIP","DSTAT AVERAGE","WIP","Entity","Sinal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Takt Time","TALLY AVERAGE","Between","User Specified","Takt Time",6.84744309746748,6.86054218615284,6.93210859799558,6.8562026520681,6.90895392938057,6.95387618653658,6.91853349819702,6.88674289705048,6.89258790658483,6.95670369817518,6.86102711510943,6.88104856030157,6.86986253219896,6.87311305612565,6.81203477616364,6.94632781559616,6.83463398402971,6.85934840263714,6.90432187109764,6.97212053185981,6.83054156994142,6.93293799717155,6.92213281634497,7.00984795372948,6.9887388103109,6.87213648173523,6.92988714421759,6.88566861392033,6.87978744561797,6.826802274781
"UtilizacaoCarrosBPMs","DSTAT AVERAGE","Time Persistent","User Specified","UtilizacaoCarrosBPMs",0.689619070500293,0.679280073529133,0.685027334740543,0.714493601602648,0.703808058068999,0.700259026441506,0.673588448613995,0.684414656763246,0.681206596354169,0.688123621931156,0.68521744941984,0.677686597725832,0.686565527302622,0.673537382667336,0.681622075474583,0.686695421190763,0.677982206376247,0.715878904919249,0.689295986894633,0.70877248710599,0.663160737026923,0.690637413910821,0.685267920231701,0.690921902456254,0.699949715467351,0.696192391538631,0.687052009497468,0.706035614181742,0.684381280200644,0.670703888846377
"Vacuo 01.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","Vacuo 01",0.415299316831282,0.653179749430583,0.66741868706718,0.679945813813784,0.419128892592132,0.649684906600118,0.636028197439494,0.652500720527756,0.417302447360929,0.410356192625586,0.658853949227715,0.420880405955137,0.664101857300075,0.667354028716877,0.408063514732286,0.659413065925458,0.42523265544901,0.675532476186444,0.662289253722327,0.662748121459121,0.678198970286272,0.42223336775863,0.398487650765482,0.652874903487396,0.660973073658529,0.665023968323505,0.412148914766424,0.660478018208175,0.412954168868331,0.414672153629083
"Vacuo 01.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","Vacuo 01",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Vacuo 01.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","Vacuo 01",0.415299316831282,0.653179749430583,0.66741868706718,0.679945813813784,0.419128892592132,0.649684906600118,0.636028197439494,0.652500720527756,0.417302447360929,0.410356192625586,0.658853949227715,0.420880405955137,0.664101857300075,0.667354028716877,0.408063514732286,0.659413065925458,0.42523265544901,0.675532476186444,0.662289253722327,0.662748121459121,0.678198970286272,0.42223336775863,0.398487650765482,0.652874903487396,0.660973073658529,0.665023968323505,0.412148914766424,0.660478018208175,0.412954168868331,0.414672153629083
"Vacuo 01_1_Hold_Espaco.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Vacuo 01_1_Hold_Espaco.Queue",2.36232802393251,1.98414807310332,1.97132664171739,1.95569366830098,2.35155360077563,1.99070611143852,2.0110728919411,1.98737898162016,2.35096952660229,2.36083797635825,1.97620517003016,2.34521593427094,1.96472170622055,1.96841905604758,2.36744037999391,1.9746469252825,2.33882801466608,1.96031033328819,1.97183841461783,1.97226244580601,1.95542042583355,2.34806436324128,2.38739014804366,1.99081909982652,1.98080099118689,1.96508908487069,2.36761916622412,1.9721286908839,2.3655297242407,2.36115754309833
"Vacuo 01_1_Hold_Espaco.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Vacuo 01_1_Hold_Espaco.Queue",120.18153200167,64.1468556467108,62.239310592,60.6516279527842,118.446991702147,64.6701563296041,66.6746723273028,64.3316667003135,118.836724013143,121.163740518529,63.3624154710265,117.066395442582,62.4110538255912,62.2355132688048,122.08722089138,63.1770184366438,115.985296215357,61.2803244678589,62.8347094506893,62.7810327358244,60.8777274980544,117.366034655485,126.137300673478,64.374909008367,63.2272255303655,62.3170415351061,121.128135730907,62.9985020442943,120.891297584895,120.118351265193
"Vacuo 01_1_Q.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Vacuo 01_1_Q",2.78594088129802E-02,6.94205250652452E-02,0.068751670675885,6.55781894472292E-02,2.62516231830552E-02,6.39912037872648E-02,6.57233231730172E-02,6.57513973339672E-02,2.71950498129956E-02,2.80533277327151E-02,6.58333831969976E-02,2.85108084058436E-02,6.86140743177256E-02,6.77793281627277E-02,2.91242722342129E-02,6.86562758433381E-02,2.89043895508874E-02,7.19558284406278E-02,6.63945228748875E-02,6.80836441341544E-02,0.063263474418629,2.85724510434249E-02,2.44052154758092E-02,0.068890509288426,6.55178559840041E-02,6.82744318832602E-02,2.67436304662196E-02,6.75414399143352E-02,2.95326301398202E-02,2.53037613752832E-02
"Vacuo 01_1_Q.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Vacuo 01_1_Q",1.41883461328705,2.24515566746666,2.17468216964908,2.03628232461477,1.3229164438705,2.08007524726097,2.17942626065964,2.12888166747415,1.37769117786152,1.44145555522247,2.11136017380126,1.4243040452529,2.18231401474379,2.1439260308474,1.50723996468164,2.19944465438057,1.43525244666476,2.25008453755709,2.11639430968098,2.16783742516711,1.97078211277071,1.42986375334603,1.29085437227421,2.22801422516189,2.09192267443383,2.16553264123116,1.37171247983459,2.15892726918186,1.51746609817453,1.289820048864
"Vacuo 02.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","Vacuo 02",0.456865630926981,0.466876378326153,0.466667581533003,0.454384647808708,0.45977699313707,0.464262493167992,0.462156913572485,0.465565701833858,0.457503816811822,0.460151576411471,0.466829007878531,0.468544368928963,0.45917026645626,0.459884356064157,0.466299772654701,0.464367741013727,0.462005442288928,0.460083460668242,0.458890828095908,0.462386489079798,0.460225811822232,0.461557610216006,0.4571233511059,0.458560958579213,0.456874081092086,0.460404787990105,0.463507043239006,0.462156095175388,0.465293276640157,0.463726900901942
"Vacuo 02.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","Vacuo 02",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Vacuo 02.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","Vacuo 02",0.456865630926981,0.466876378326153,0.466667581533003,0.454384647808708,0.45977699313707,0.464262493167992,0.462156913572485,0.465565701833858,0.457503816811822,0.460151576411471,0.466829007878531,0.468544368928963,0.45917026645626,0.459884356064157,0.466299772654701,0.464367741013727,0.462005442288928,0.460083460668242,0.458890828095908,0.462386489079798,0.460225811822232,0.461557610216006,0.4571233511059,0.458560958579213,0.456874081092086,0.460404787990105,0.463507043239006,0.462156095175388,0.465293276640157,0.463726900901942
"Vacuo 02_2_Hold_Espaco.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Vacuo 02_2_Hold_Espaco.Queue",0.786819963030576,0.762669085428377,0.650983159754033,0.788190401809269,0.767874943084829,0.805442404386278,0.6658259157587,0.655615620382295,0.716079849580733,0.722908189291276,0.880869329003933,0.652924780556594,0.712402002661167,0.580889336599952,0.953422300013966,0.663103258922468,0.661746759763288,0.583948176110057,0.830340538161927,0.779897143127354,0.717276489022087,0.892137895411805,0.661930305182522,0.829912095012538,0.698232038571905,1.09601018366086,0.822592212154264,1.01864890513954,0.708335005324162,0.549316772111118
